id,name,networth,country,source,rank,age,citizenship,status,children,self_made,degree,university,longitude,latitude
28,Masayoshi Son,45.4,Japan,"internet, telecom",29,63,Japan,Married,2,True,Bachelor of Arts/Science," University of California, Berkeley",139.7594549,35.6828387
29,Michael Dell,45.1,United States,Dell computers,30,56,United States,Married,4,True,Drop Out, The University of Texas at Austin,-97.74369950000001,30.2711286
30,Tadashi Yanai & family,44.1,Japan,fashion retail,31,72,Japan,Married,2,True,Bachelor of Arts/Science, Waseda University,139.7594549,35.6828387
31,François Pinault & family,42.3,France,luxury goods,32,84,France,Married,3,True,Drop Out, High School,2.3514616,48.8566969
32,David Thomson & family,41.8,Canada,media,33,63,Canada,Divorced,4,False,Master of Arts, University of Cambridge,-79.3839347,43.6534817
35,Miriam Adelson,38.2,United States,casinos,36,75,United States,Widowed,5,False,Bachelor of Science, Hebrew University Jerusalem,-115.148516,36.1672559
42,Li Ka-shing,33.7,Hong Kong,diversified,43,92,Hong Kong,Widowed,2,True,Drop Out, High School,114.1628131,22.2793278
47,Jacqueline Mars,31.3,United States,"candy, pet food",48,81,United States,Divorced,3,False,Bachelor of Arts/Science, Bryn Mawr College,-77.774073,38.8624506
48,John Mars,31.3,United States,"candy, pet food",48,85,United States,Married,3,False,Diploma," The Hotchkiss School; Bachelor of Arts/Science, Yale University",-110.761815,43.479965
50,Alexey Mordashov & family,29.1,Russia,"steel, investments",51,55,Russia,Married,7,True,Bachelor of Arts/Science," Leningrad Institute of Economics; Master of Business Administration, University of Northumbria",37.6174943,55.7504461
52,Hui Ka Yan,27.7,China,real estate,53,62,China,Married,2,True,Bachelor of Arts/Science, Wuhan U of  Science & Tec,114.0543297,22.555454
53,Susanne Klatten,27.7,Germany,"BMW, pharmaceuticals",53,59,Germany,Married,3,False,Master of Business Administration, International Institute for Management and Development,8.6287451,50.2227094
54,Vladimir Potanin,27.0,Russia,metals,55,60,Russia,Married,7,True,Bachelor of Arts/Science, Moscow Institute of International Relations,37.6174943,55.7504461
55,Dietrich Mateschitz,26.9,Austria,Red Bull,56,76,Austria,Single,1,True,Master of Business Administration, University of Vienna,13.3027787,47.7963895
58,Vladimir Lisin,26.2,Russia,"steel, transport",59,65,Russia,Married,3,True,Doctorate," Russian Academy of Economics; Bachelor of Arts/Science, Siberian Metallurgical Institute",37.6174943,55.7504461
63,Leonard Lauder,25.5,United States,Estee Lauder,64,88,United States,"Widowed, Remarried",2,False,Bachelor of Arts/Science, University of Pennsylvania,-74.00601519999999,40.7127281
64,Thomas Peterffy,25.0,United States,discount brokerage,65,76,United States,Divorced,3,True,Drop Out, New York University,-80.4494174,26.6279798
65,Vagit Alekperov,24.9,Russia,oil,66,70,Russia,Married,1,True,Bachelor of Science in Engineering, Azerbaijan Institute of Oil and Chemistry,37.6174943,55.7504461
66,Leonid Mikhelson,24.9,Russia,"gas, chemicals",66,65,Russia,Married,2,True,Bachelor of Arts/Science, Kuybyshev Engineering and Construction Institute,37.6174943,55.7504461
67,Jim Simons,24.6,United States,hedge funds,68,83,United States,Married,3,True,Bachelor of Arts/Science," Massachusetts Institute of Technology; Doctorate, University of California, Berkeley",-73.10585589999999,40.9418427
68,Jiang Rensheng & family,24.4,China,vaccines,69,67,China,Married,1,True,Associate in Arts/Science, Guilin Medical University,106.5478767,29.5647398
70,Rupert Murdoch & family,23.5,United States,"newspapers, TV network",71,90,United States,Married,6,False,Bachelor of Arts/Science," Oxford University; Master of Arts, Oxford University",-74.00601519999999,40.7127281
71,Shiv Nadar,23.5,India,software services,71,75,India,Married,1,True,Bachelor of Arts/Science, PSG College of Technology,77.2219388,28.6517178
74,Lei Jun,23.0,China,smartphones,75,51,China,Married,2,True,Bachelor of Science in Engineering, Wuhan University,116.3912757,39.906217
77,Gennady Timchenko,22.0,Russia,"oil, gas",78,68,Russia,Married,3,True,Bachelor of Arts/Science, Leningrad Mechanical Institute,37.6174943,55.7504461
78,Stephen Schwarzman,21.9,United States,investments,79,74,United States,Married,3,True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Yale University",-74.00601519999999,40.7127281
80,Stefan Quandt,21.6,Germany,BMW,81,54,Germany,Married,1,False,Associate in Arts/Science, Technical University of Karlsruhe,8.682091700000001,50.1106444
82,Pierre Omidyar,21.4,United States,"eBay, PayPal",83,53,United States,Married,3,True,Bachelor of Arts/Science, Tufts University,-157.8556764,21.304547
83,Stefan Persson,21.3,Sweden,H&M,84,73,Sweden,Married,3,False,Associate in Arts/Science, University of Stockholm,18.0710935,59.3251172
84,Abigail Johnson,20.9,United States,money management,85,59,United States,Married,2,False,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Hobart and William Smith",-71.065573,42.2501425
86,Andrew Forrest,20.4,Australia,mining,87,59,Australia,Married,3,True,Bachelor of Arts/Science, University of Western Australia,115.8854007,-31.9938566
87,Ray Dalio,20.3,United States,hedge funds,88,71,United States,Married,4,True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Long Island University",-73.6284598,41.0264862
94,Laurene Powell Jobs & family,19.0,United States,"Apple, Disney",95,57,United States,Widowed,3,False,Master of Business Administration," Stanford Graduate School of Business; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",-122.1598465,37.4443293
95,Eric Schmidt,18.9,United States,Google,96,66,United States,Married,2,True,Bachelor of Arts/Science," Princeton University; Doctorate, University of California, Berkeley; Master of Science, University of California, Berkeley",-122.2058272,37.453773
96,Sun Piaoyang,18.9,China,pharmaceuticals,96,62,China,Married,1,True,Bachelor of Arts/Science," China Pharmaceutical University; Doctorate, Nanjing University",119.215813,34.5978596
103,Peter Woo,18.0,Hong Kong,real estate,104,74,Hong Kong,Married,3,False,Master of Business Administration, Columbia Business School,114.1628131,22.2793278
105,Andrey Melnichenko,17.9,Russia,"coal, fertilizers",105,49,Russia,Married,2,True,Master of Science, Plekhanov Russian University of Economics,37.6174943,55.7504461
108,Donald Newhouse,17.6,United States,media,109,91,United States,Widowed,3,False,Drop Out, Syracuse University,-74.00601519999999,40.7127281
111,Pavel Durov,17.2,Russia,messaging app,112,36,Russia,Single,2,True,Master of Science, Saint Petersburg State University,55.1885387,25.0742823
113,Jorge Paulo Lemann & family,16.9,Brazil,beer,114,81,Brazil,Married,5,True,Bachelor of Arts/Science, Harvard University,8.5410422,47.3744489
115,Charlene de Carvalho-Heineken & family,16.7,Netherlands,Heineken,116,66,Netherlands,Married,5,False,Bachelor of Arts/Science," Rijnlands Lyceum Wassenaar; Doctor of Jurisprudence, University of Leiden",-0.1276474,51.5073219
118,Steve Cohen,16.0,United States,hedge funds,119,64,United States,Married,7,True,Bachelor of Arts/Science," University of Pennsylvania, The Wharton School",-73.6284598,41.0264862
119,Ken Griffin,16.0,United States,hedge funds,119,52,United States,Divorced,3,True,Bachelor of Arts/Science, Harvard University,-87.6244212,41.8755616
122,Uday Kotak,15.9,India,banking,121,62,India,Married,2,True,Bachelor of Arts/Science," Bombay University; Master of Business Administration, University of Bombay",72.8773928,19.0759899
123,Carl Icahn,15.8,United States,investments,124,85,United States,Married,2,True,Drop Out," New York University; Bachelor of Arts/Science, Princeton University",-80.1372166,25.8771392
124,Suleiman Kerimov & family,15.8,Russia,investments,124,55,Russia,Married,3,True,Bachelor of Arts/Science, Dagestan State University,37.6174943,55.7504461
125,"Thomas Frist, Jr. & family",15.7,United States,hospitals,126,82,United States,Married,3,True,Bachelor of Arts/Science," Vanderbilt University; Medical Doctor, Washington University",-86.7743531,36.1622296
127,Mikhail Fridman,15.5,Russia,"oil, banking, telecom",128,57,Russia,Divorced,5,True,Bachelor of Arts/Science, Moscow Institute of Steel and Alloys,-0.1276474,51.5073219
131,Donald Bren,15.3,United States,real estate,132,88,United States,Married,7,True,Bachelor of Arts/Science, University of Washington,-117.9294401,33.6170092
133,Lakshmi Mittal,14.9,India,steel,133,70,India,Married,2,False,Bachelor of Arts/Science, St Xavier's College Calcutta,-0.1276474,51.5073219
135,Eric Yuan & family,14.9,United States,video conferencing,133,51,United States,Married,3,True,Master of Engineering Management," China University of Mining and Technology; Bachelor of Engineering, Shandong Institute of Business and Technology",-121.6846349,37.2333253
138,Robin Li,14.7,China,internet search,138,52,China,Married,4,True,Bachelor of Arts/Science," Peking University; Master of Arts, University at Buffalo",116.3912757,39.906217
140,Eduardo Saverin,14.6,Brazil,Facebook,140,39,Brazil,Married,1,True,Bachelor of Arts/Science, Harvard University,103.8194992,1.357107
141,Roman Abramovich,14.5,Russia,"steel, investments",142,54,Russia,Married,7,True,Bachelor of Arts/Science, Moscow State Law Academy,37.6174943,55.7504461
142,David Tepper,14.5,United States,hedge funds,142,63,United States,Married,3,True,Master of Business Administration," David A. Tepper School of Business; Bachelor of Arts/Science, University of Pittsburgh",-74.4041622,40.0757384
143,Gong Hongjia & family,14.4,Hong Kong,video surveillance,144,56,Hong Kong,Married,2,True,Bachelor of Arts/Science, Huazhong University of Science and Technology,114.1628131,22.2793278
144,Mike Cannon-Brookes,14.2,Australia,software,145,41,Australia,Married,2,True,Bachelor of Arts/Science, University of New South Wales,151.0979607,-33.8641922
145,"John Menard, Jr.",14.2,United States,home improvement stores,145,81,United States,Married,6,True,Bachelor of Arts/Science," University of Wisconsin, Eau Claire",-91.4984941,44.811349
146,Seo Jung-jin,14.2,South Korea,biotech,145,63,South Korea,Married,2,True,Bachelor of Arts/Science," Konkuk University; Master of Science, Konkuk University",126.9782914,37.5666791
148,Liang Wengen,14.1,China,construction equipment,148,64,China,Married,1,True,Bachelor of Arts/Science, Central South University,112.9335861,28.2302056
149,Scott Farquhar,14.0,Australia,software,150,41,Australia,Married,2,True,Bachelor of Arts/Science, University of New South Wales,151.0979607,-33.8641922
155,David Duffield,13.5,United States,business software,156,80,United States,Married,10,True,Bachelor of Engineering," Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",-119.9519094,39.2501246
157,Kim Jung-ju,13.3,South Korea,online games,158,53,South Korea,Married,2,True,Doctorate," Korea Advanced Institute of Science and Technology; Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",126.9782914,37.5666791
163,Tatyana Bakalchuk,13.0,Russia,ecommerce,164,45,Russia,Married,4,True,Bachelor of Science, State University of Management,40.3072897,43.6713223
166,Ricardo Salinas Pliego & family,12.9,Mexico,"retail, media",166,65,Mexico,Married,6,False,Master of Business Administration," A. B. Freeman School of Business; Bachelor of Arts/Science, Tecnológico de Monterrey",-99.1331785,19.4326296
167,Kumar Birla,12.8,India,commodities,168,53,India,Married,3,False,Master of Business Administration," London Business School; Bachelor of Arts/Science, University of Bombay",72.8773928,19.0759899
169,Cyrus Poonawalla,12.7,India,vaccines,169,79,India,Widowed,1,False,Bachelor of Arts/Science," Pune University; Doctorate, Pune University",73.8544541,18.521428
170,Robert Kuok,12.6,Malaysia,"palm oil, shipping, property",171,97,Malaysia,Married,8,True,Bachelor of Arts/Science, Raffles College,114.1628131,22.2793278
176,Nathan Blecharczyk,12.4,United States,Airbnb,177,37,United States,Married,2,True,Bachelor of Arts/Science, Harvard University,-122.419906,37.7790262
177,John Doerr,12.4,United States,venture capital,177,69,United States,Married,2,True,Master of Business Administration," Harvard University; Bachelor of Arts/Science, Rice University; Master of Science, Rice University",-122.2538557,37.4299388
182,Gordon Moore,12.1,United States,Intel,182,92,United States,Married,2,True,Doctorate," California Institute of Technology; Bachelor of Arts/Science, University of California, Berkeley",-122.2538557,37.4299388
183,Jeff Yass,12.0,United States,"trading, investments",184,62,United States,Married,4,True,Bachelor of Arts/Economics, SUNY Binghamton,-75.2943516,40.0131672
189,Joseph Tsai,11.6,Canada,e-commerce,189,57,Canada,Married,3,True,Bachelor of Arts/Science," Yale University; Doctor of Jurisprudence, Yale University",114.1628131,22.2793278
190,Aliko Dangote,11.5,Nigeria,"cement, sugar",191,64,Nigeria,Divorced,3,True,Bachelor of Arts/Science, Al-Azhar University,3.3941795,6.4550575
191,Marcel Herrmann Telles,11.5,Brazil,beer,191,71,Brazil,Married,2,True,Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro,-46.6333824,-23.5506507
193,Jorge Moll Filho & family,11.3,Brazil,hospitals,194,76,Brazil,Married,5,True,Masters of Public Health, Universidade Federal do Rio de Janeiro,-43.2093727,-22.9110137
194,Viktor Rashnikov,11.2,Russia,steel,195,72,Russia,Married,2,True,Bachelor of Science in Engineering, Magnitogorsk Mining and Metallurgical Institute,58.983136,53.4242184
195,Harry Triguboff,11.2,Australia,real estate,195,88,Australia,Married,2,True,Bachelor of Arts/Science, University of Leeds,151.0979607,-33.8641922
196,Leonid Fedun & family,11.1,Russia,oil,197,65,Russia,Married,2,True,Master of Science, Military Academy F.E.Dzerzhinsky,37.6174943,55.7504461
198,Evan Spiegel,11.1,United States,Snapchat,197,30,United States,Married,2,True,Bachelor of Science, Stanford University,-118.242766,34.0536909
199,Luis Carlos Sarmiento,11.0,Colombia,banking,200,88,Colombia,Married,5,True,Bachelor of Arts/Science, National University of Colombia,-74.083652,4.6533326
200,Andreas Struengmann & family,11.0,Germany,pharmaceuticals,200,71,Germany,Married,2,True,Medical Doctor, University at Buffalo,11.7543337,47.7099191
201,Thomas Struengmann & family,11.0,Germany,pharmaceuticals,200,71,Germany,Married,4,True,Master of Business Administration," University of Augsburg; Master of Business Administration, University of Augsburg",11.7543337,47.7099191
203,Dilip Shanghvi,10.9,India,pharmaceuticals,203,65,India,Married,2,True,Bachelor of Arts/Science, Calcutta University,72.8773928,19.0759899
211,Charles Schwab,10.6,United States,discount brokerage,210,83,United States,Married,5,True,Master of Business Administration," Stanford Graduate School of Business; Bachelor of Arts/Science, Stanford University",-122.2538557,37.4299388
213,Sunil Mittal & family,10.5,India,telecom,213,63,India,Married,3,True,Bachelor of Arts/Science, Punjab University,77.2219388,28.6517178
214,Melker Schorling & family,10.5,Sweden,investments,213,73,Sweden,Married,2,True,Master of Business Administration, Gothenburg University,18.0710935,59.3251172
215,Cai Kui,10.4,China,real estate,216,58,China,Divorced,1,True,Bachelor of Arts/Science, Nanjing University of Aeronautics & Astronautics,104.0633717,30.6598628
219,Hui Wing Mau,10.3,Hong Kong,real estate,219,70,Hong Kong,Married,2,True,Master of Business Administration, University of South Australia,114.1628131,22.2793278
220,"Edward Johnson, III.",10.3,United States,money management,219,90,United States,Married,3,False,Bachelor of Arts/Science, Harvard University,-71.0582912,42.3602534
223,Philip Anschutz,10.1,United States,investments,224,81,United States,Married,3,False,Bachelor of Arts/Science, University of Kansas,-104.9848623,39.7392364
224,Dietmar Hopp & family,10.1,Germany,software,224,81,Germany,Married,2,True,Master of Science, University of Karlsruhe,8.6433518,49.3038134
225,German Khan,10.1,Russia,"oil, banking, telecom",224,59,Russia,Married,4,True,Bachelor of Arts/Science, Moscow Institute of Steel and Alloys,-0.1276474,51.5073219
231,"Herbert Kohler, Jr. & family",9.8,United States,plumbing fixtures,232,82,United States,Married,3,False,Bachelor of Arts/Science, Yale University,-87.7817541,43.7391616
234,Mat Ishbia,9.7,United States,★,234,41,United States,Divorced,3,False,Bachelor of Business Administration, Michigan State University,-83.24548830000001,42.583645
237,Iskander Makhmudov,9.7,Russia,"mining, metals, machinery",234,57,Russia,Married,1,True,Bachelor of Arts/Science, Tashkent State University,37.6174943,55.7504461
238,Stefano Pessina,9.7,Italy,drugstores,234,79,Italy,Divorced,2,False,Bachelor of Engineering, Politecnico di Milano,7.426559,43.7402961
239,Quek Leng Chan,9.7,Malaysia,"banking, property",234,79,Malaysia,Married,3,False,LLB, Middle Temple,101.6942371,3.1516964
240,Israel Englander,9.6,United States,hedge funds,241,72,United States,Married,3,True,Bachelor of Arts/Science, New York University,-74.00601519999999,40.7127281
241,Charles Ergen,9.6,United States,satellite TV,241,68,United States,Married,5,True,Bachelor of Arts/Science," University of Tennessee Knoxville; Master of Business Administration, Wake Forest University School of Business",-104.9848623,39.7392364
246,Ding Shizhong & family,9.4,China,sports apparel,247,50,China,Married,2,True,EMBA, Xiamen University,118.6723605,24.8755492
247,Harold Hamm & family,9.4,United States,oil & gas,247,75,United States,Divorced,5,True,Diploma, High School,-97.5170536,35.4729886
248,Jim Kennedy,9.4,United States,"media, automotive",247,73,United States,Married,3,False,Bachelor of Arts/Science, University of Denver,-84.39026440000001,33.7489924
249,Blair Parry-Okeden,9.4,United States,"media, automotive",247,70,United States,Divorced,2,False,Diploma," High School; Bachelor of Arts/Science, University of Denver",149.1364342,-35.3137517
251,Kim Beom-su,9.3,South Korea,online services,251,55,South Korea,Married,2,True,Bachelor of Science in Engineering," Seoul National University; Master of Science, Seoul National University",126.9782914,37.5666791
259,David Sun,9.1,United States,computer hardware,256,69,United States,Married,2,True,Bachelor of Engineering, Tatung University,-117.8259819,33.6856969
260,John Tu,9.1,United States,computer hardware,256,79,United States,Married,2,True,Bachelor of Arts/Science, Technische Universität Darmstadt,-118.3496623,33.7668041
262,Viktor Vekselberg,9.0,Russia,"metals, energy",262,64,Russia,Married,2,True,Bachelor of Arts/Science, Moscow State University of Railway Engineering,37.6174943,55.7504461
263,Jerry Jones,8.9,United States,Dallas Cowboys,264,78,United States,Married,3,True,Bachelor of Arts/Science," University of Arkansas; Master of Arts, University of Arkansas",-96.7968559,32.7762719
264,Michael Otto,8.9,Germany,"retail, real estate",264,78,Germany,Married,2,False,Doctorate," University of Hamburg; Doctorate, University of Munich",10.000654,53.550341
265,Steven Rales,8.9,United States,manufacturing,264,70,United States,Married,3,True,Law Degree," American University; Bachelor of Arts/Science, DePauw University",-119.7026673,34.4221319
269,David Cheriton,8.8,Canada,Google,269,70,Canada,Divorced,4,True,Bachelor of Arts/Science," University of British Columbia; Doctorate, University of Waterloo; Master of Science, University of Waterloo",-122.1598465,37.4443293
273,Benu Gopal Bangur,8.7,India,cement,274,89,India,Widowed,2,False,Bachelor of Arts/Science, Calcutta University,88.36388150000001,22.5726723
277,Kjeld Kirk Kristiansen,8.7,Denmark,Lego,274,73,Denmark,Married,3,False,Bachelor of Arts/Science," Aarhus Business School; Master of Business Administration, International Institute for Management and Development",9.1159357,55.7309428
283,Carlos Alberto Sicupira & family,8.7,Brazil,beer,274,73,Brazil,Married,3,True,Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro,9.376587799999999,47.4250593
287,Ernesto Bertarelli,8.6,Switzerland,"biotech, investments",288,55,Switzerland,Married,3,False,Bachelor of Arts/Science," Babson College; Master of Business Administration, Harvard University",7.2873587,46.4761004
288,Leon Black,8.6,United States,private equity,288,69,United States,Married,4,True,Bachelor of Arts/Science," Dartmouth College; Master of Business Administration, Harvard University",-74.00601519999999,40.7127281
289,Azim Premji,8.6,India,software services,288,75,India,Married,2,False,Bachelor of Arts/Science, Stanford University,77.59129969999999,12.9791198
291,George Soros,8.6,United States,hedge funds,288,90,United States,Married,5,True,Bachelor of Arts/Science, London School of Economics,-73.6853852,41.25877
293,Marc Benioff,8.4,United States,business software,294,56,United States,Married,2,True,Bachelor of Arts/Science, University of Southern California,-122.419906,37.7790262
295,Ann Walton Kroenke,8.4,United States,Walmart,294,72,United States,Married,2,False,Registered Nurse, Lincoln University,-98.9163686,34.0320855
296,Bubba Cathy,8.3,United States,Chick-fil-A,297,67,United States,Married,6,False,Bachelor of Arts/Science, Samford University,-84.39026440000001,33.7489924
297,Dan Cathy,8.3,United States,Chick-fil-A,297,68,United States,Married,2,False,Bachelor of Arts/Science, Georgia Southern University,-84.39026440000001,33.7489924
298,Jay Y. Lee,8.3,South Korea,Samsung,297,52,South Korea,Divorced,2,False,Master of Business Administration," Keio University; Bachelor of Arts/Science, Seoul National University",126.9782914,37.5666791
300,Hasso Plattner & family,8.3,Germany,software,297,77,Germany,Married,2,True,Master of Science, University of Karlsruhe,8.694724000000001,49.4093582
301,Nassef Sawiris,8.3,Egypt,"construction, investments",297,60,Egypt,Married,4,False,Bachelor of Arts/Science, University of Chicago,31.2357257,30.0443879
302,Kushal Pal Singh,8.3,India,real estate,297,89,India,Widowed,3,False,Bachelor of Arts/Science, Delhi University,77.2219388,28.6517178
303,Stanley Kroenke,8.2,United States,"sports, real estate",304,73,United States,Married,2,True,Master of Business Administration," Robert J. Trulaske, Sr. College of Business; Bachelor of Arts/Science, University of Missouri",-98.9163686,34.0320855
307,Diane Hendricks,8.0,United States,roofing,308,74,United States,Widowed,7,True,Diploma, High School,-89.0712225,42.6039009
308,Shahid Khan,8.0,United States,auto parts,308,70,United States,Married,2,True,Bachelor of Arts/Science," University of Illinois, Urbana-Champaign",-81.7954666,26.1452817
309,Nicky Oppenheimer & family,8.0,South Africa,diamonds,308,75,South Africa,Married,1,False,Bachelor of Arts/Science," Oxford U Christ Church; Master of Arts, Oxford U Christ Church",28.049722,-26.205
310,Anthony Bamford & family,7.9,United Kingdom,construction equipment,311,75,United Kingdom,Married,3,False,Bachelor of Arts/Science, Grenoble University,-2.1666674,51.8333313
311,Andrew Beal,7.9,United States,"banks, real estate",311,68,United States,Divorced,6,True,Drop Out, Baylor University,-96.7968559,32.7762719
312,Dmitry Bukhman,7.9,Russia,online games,311,35,Russia,Married,3,True,Master of Science, Vologda State Pedagogical University,-0.1276474,51.5073219
313,Igor Bukhman,7.9,Russia,online games,311,39,Russia,Married,3,True,Master of Science, Vologda State Pedagogical University,-0.1276474,51.5073219
316,Alexei Kuzmichev,7.8,Russia,"oil, banking, telecom",316,58,Russia,Married,3,True,Bachelor of Arts/Science, Moscow Institute of Steel and Alloys,-0.1276474,51.5073219
317,John Malone,7.8,United States,cable television,316,80,United States,Married,2,True,Doctorate," Johns Hopkins University; Master of Science, Johns Hopkins University; Bachelor of Arts/Science, Yale University",-104.59687,39.3602863
319,Pamela Mars,7.8,United States,"candy, pet food",316,60,United States,Married,3,False,Bachelor of Arts/Science, Vassar College,-77.0470229,38.8051095
320,Valerie Mars,7.8,United States,"candy, pet food",316,62,United States,Married,2,False,Master of Business Administration," Columbia University; Bachelor of Arts/Science, Yale University",-74.00601519999999,40.7127281
321,Victoria Mars,7.8,United States,"candy, pet food",316,64,United States,Married,4,False,Master of Business Administration," University of Pennsylvania, The Wharton School; Bachelor of Arts/Science, Yale University",-75.16352620000001,39.9527237
325,Simon Reuben,7.7,United Kingdom,"real estate, investments",323,80,United Kingdom,Married,1,True,Drop Out," Sir John Cass College, London",7.4276832,43.7323492
326,Alexander Abramov,7.6,Russia,"steel, mining",327,62,Russia,Married,3,True,Bachelor of Arts/Science, Moscow Institute of Physics and Technology,37.6174943,55.7504461
327,Rinat Akhmetov,7.6,Ukraine,"steel, coal",327,54,Ukraine,Married,2,True,Bachelor of Arts/Science, Donetsk National University,37.8013407,48.0158753
328,Silvio Berlusconi & family,7.6,Italy,media,327,84,Italy,Divorced,5,True,Doctor of Jurisprudence, University of Milan,9.1905,45.4668
329,John Grayken,7.6,Ireland,private equity,327,64,Ireland,Married,4,True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, University of Pennsylvania",-0.1276474,51.5073219
330,David Green & family,7.6,United States,retail,327,79,United States,Married,3,True,Diploma, High School,-97.5170536,35.4729886
331,George Roberts,7.6,United States,private equity,327,77,United States,"Widowed, Remarried",3,True,Bachelor of Arts/Science," Claremont McKenna College; Doctor of Jurisprudence, UC Hastings",-122.2058272,37.453773
333,Nancy Walton Laurie,7.5,United States,Walmart,334,69,United States,Married,1,False,Bachelor of Arts/Science, University of Memphis,-114.9826194,36.0301134
337,Patrick Soon-Shiong,7.5,United States,pharmaceuticals,334,68,United States,Married,2,True,Master of Science," University of British Columbia; Bachelor of Arts/Science, University of Witwatersrand; Medical Doctor, University of Witwatersrand",-118.242766,34.0536909
338,Antonia Ax:son Johnson & family,7.4,Sweden,diversified,339,77,Sweden,Married,4,False,Master of Arts, University of Stockholm,18.0710935,59.3251172
340,George Lucas,7.4,United States,Star Wars,339,76,United States,Married,4,True,Bachelor of Arts/Science, University of Southern California,-122.5615032,37.9744323
342,Zhang Jindong,7.4,China,appliance retailer,339,58,China,Married,2,True,Bachelor of Arts/Science, Nanjing Normal University,118.7916458,32.0609736
343,Laurent Dassault,7.3,France,diversified,344,67,France,Married,2,False,Associate in Arts/Science, Ecole Superieure Libre Des Sciences Commerciales Appliquees,2.3514616,48.8566969
346,Henry Kravis,7.3,United States,private equity,344,77,United States,Married,2,True,Bachelor of Arts/Science," Claremont McKenna College; Master of Business Administration, Columbia Business School",-74.00601519999999,40.7127281
350,David Shaw,7.3,United States,hedge funds,344,70,United States,Married,3,True,Doctorate," Stanford University; Bachelor of Arts/Science, University of California, San Diego",-74.00601519999999,40.7127281
351,Rocco Commisso,7.2,United States,telecom,352,71,United States,Married,2,True,Bachelor of Arts/Science," Columbia University; Master of Business Administration, Columbia University",-74.10208660000001,41.0317637
353,Bernard Marcus,7.2,United States,Home Depot,352,91,United States,Married,3,True,Bachelor of Arts/Science, Rutgers University,-84.39026440000001,33.7489924
357,Carl Bennet,7.1,Sweden,investments,358,69,Sweden,Married,1,True,Master of Business Administration, University of Gothenburg,11.9670171,57.7072326
360,Ralph Lauren,7.1,United States,apparel,358,81,United States,Married,3,True,Drop Out," City University of New York City College; Diploma, High School",-74.00601519999999,40.7127281
366,Anthony Wood,7.1,United States,Roku,358,55,United States,Married,3,True,Bachelor of Science in Engineering, Texas A&M University,-122.1598465,37.4443293
367,Gang Ye,7.1,Singapore,gaming,358,40,Singapore,Married,2,True,Bachelor of Science, Cornell University,103.8194992,1.357107
368,Igor Altushkin,7.0,Russia,metals,369,50,Russia,Married,6,True,Bachelor of Arts/Science, Ekaterinburg Institute of Economics,60.60825,56.839104
372,Vincent Bolloré & family,7.0,France,investments,369,69,France,Married,4,False,LLB, Universite Paris X Nanterre,2.3514616,48.8566969
373,Gustaf Douglas,7.0,Sweden,investments,369,83,Sweden,Married,2,True,Master of Business Administration, Harvard University,18.0710935,59.3251172
375,"Paul Tudor Jones, II.",7.0,United States,hedge funds,369,66,United States,Married,4,True,Bachelor of Arts/Science, University of Virginia,-80.4494174,26.6279798
376,Richard Kinder,7.0,United States,pipelines,369,76,United States,Married,1,True,Bachelor of Arts/Science," University of Missouri; Doctor of Jurisprudence, University of Missouri",-95.3676974,29.7589382
378,Stephen Ross,7.0,United States,real estate,369,80,United States,Married,4,True,Master of Laws," New York University; Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, Wayne State University",-74.00601519999999,40.7127281
380,Jim Davis & family,6.9,United States,New Balance,380,77,United States,Married,2,True,Bachelor of Arts/Science, Middlebury College,-71.2092214,42.3370414
381,Guo Guangchang,6.9,China,conglomerate,380,54,China,Married,3,True,Bachelor of Arts/Science," Fudan University; Master of Business Administration, Fudan University",121.4692071,31.2322758
382,Robert Kraft,6.9,United States,New England Patriots,380,79,United States,Widowed,4,True,Bachelor of Arts/Science," Columbia University; Master of Business Administration, Harvard Business School",-71.12116349999999,42.3317642
389,Aloys Wobben,6.8,Germany,wind turbines,384,69,Germany,Married,1,True,Bachelor of Arts/Science, U of Oldenburg,7.4823808,53.4695604
390,Micky Arison,6.7,United States,Carnival Cruises,391,71,United States,Married,2,False,Drop Out, University of Miami,153.4228711,-28.0259028
393,Kwon Hyuk-bin,6.7,South Korea,online games,391,47,South Korea,Married,2,True,Bachelor of Arts/Science, Sogang University,126.9782914,37.5666791
395,Fredrik Lundberg,6.7,Sweden,"real estate, investments",391,69,Sweden,Married,2,False,Bachelor of Arts/Science, Stockholm School of Economics,18.0710935,59.3251172
396,Hiroshi Mikitani,6.7,Japan,online retail,391,56,Japan,Married,2,True,Master of Business Administration, Harvard University,139.7594549,35.6828387
397,Dmitry Rybolovlev,6.7,Russia,fertilizer,391,54,Russia,Divorced,2,True,Medical Doctor, Perm Medical Institute,7.4276832,43.7323492
